timestamp,requests_count,error_rate_pct,avg_latency_ms,p99_latency_ms,circuit_breaker_status,active_connections
2026-02-09T06:40:00,338,2.08,301.9,990.5,CLOSED,169
2026-02-09T06:45:00,265,1.42,305.7,1473.4,CLOSED,70
2026-02-09T06:50:00,162,0.42,275.7,1139.9,CLOSED,40
2026-02-09T06:55:00,346,1.18,215.7,553.8,CLOSED,48
2026-02-09T07:00:00,397,2.22,141.6,646.9,CLOSED,24
2026-02-09T07:05:00,440,0.19,299.4,1480.9,CLOSED,90
2026-02-09T07:10:00,415,2.08,315.7,1217.1,CLOSED,173
2026-02-09T07:15:00,332,1.18,261.2,836.2,CLOSED,129
2026-02-09T07:20:00,410,2.46,236.8,745.6,CLOSED,170
2026-02-09T07:25:00,210,2.0,193.6,635.9,CLOSED,161
2026-02-09T07:30:00,499,1.36,347.0,1617.8,CLOSED,148
2026-02-09T07:35:00,281,1.6,90.7,396.6,CLOSED,128
2026-02-09T07:40:00,83,1.33,175.2,578.3,CLOSED,164
2026-02-09T07:45:00,239,0.24,236.9,894.3,CLOSED,165
2026-02-09T07:50:00,135,1.93,249.3,875.7,CLOSED,150
2026-02-09T07:55:00,312,0.6,151.2,545.6,CLOSED,62
2026-02-09T08:00:00,58,1.36,312.5,1316.6,CLOSED,112
2026-02-09T08:05:00,254,0.29,144.2,606.1,CLOSED,56
2026-02-09T08:10:00,391,0.37,250.5,1003.6,CLOSED,171
2026-02-09T08:15:00,330,2.14,279.3,1311.7,CLOSED,149
2026-02-09T08:20:00,381,0.34,330.7,1479.1,CLOSED,143
2026-02-09T08:25:00,451,1.64,308.8,1360.6,CLOSED,140
2026-02-09T08:30:00,63,1.94,300.2,1237.5,CLOSED,135
2026-02-09T08:35:00,416,0.12,188.5,829.6,CLOSED,162
2026-02-09T08:40:00,282,0.19,112.0,444.1,CLOSED,66
2026-02-09T08:45:00,334,1.25,119.6,342.0,CLOSED,151
2026-02-09T08:50:00,190,1.56,142.4,678.3,CLOSED,140
2026-02-09T08:55:00,388,1.69,309.4,1008.5,CLOSED,126
2026-02-09T09:00:00,211,2.31,145.5,379.8,CLOSED,135
2026-02-09T09:05:00,261,0.89,218.0,1014.9,CLOSED,196
2026-02-09T09:10:00,147,2.18,349.1,1168.0,CLOSED,186
2026-02-09T09:15:00,276,1.17,296.1,915.0,CLOSED,35
2026-02-09T09:20:00,386,1.94,306.8,1456.4,CLOSED,65
2026-02-09T09:25:00,373,0.34,168.9,440.3,CLOSED,91
2026-02-09T09:30:00,233,1.16,324.4,914.0,CLOSED,33
2026-02-09T09:35:00,395,1.36,246.8,1158.2,CLOSED,66
2026-02-09T09:40:00,193,1.34,271.9,858.8,CLOSED,89
2026-02-09T09:45:00,157,0.98,217.5,600.7,CLOSED,29
2026-02-09T09:50:00,297,0.85,163.3,796.5,CLOSED,176
2026-02-09T09:55:00,128,2.31,107.6,520.8,CLOSED,175
2026-02-09T10:00:00,151,2.0,309.7,1084.4,CLOSED,123
2026-02-09T10:05:00,251,0.37,249.5,1134.7,CLOSED,146
2026-02-09T10:10:00,348,1.54,280.8,1150.5,CLOSED,125
2026-02-09T10:15:00,497,1.58,225.2,1059.8,CLOSED,69
2026-02-09T10:20:00,448,1.63,161.7,657.9,CLOSED,101
2026-02-09T10:25:00,260,1.12,158.8,784.6,CLOSED,157
2026-02-09T10:30:00,439,2.04,86.7,431.3,CLOSED,118
2026-02-09T10:35:00,202,1.84,195.4,886.3,CLOSED,26
2026-02-09T10:40:00,363,1.14,333.2,1099.0,CLOSED,65
2026-02-09T10:45:00,156,1.92,216.6,1011.8,CLOSED,100
2026-02-09T10:50:00,281,1.5,214.5,915.1,CLOSED,51
2026-02-09T10:55:00,125,1.54,269.9,1121.8,CLOSED,69
2026-02-09T11:00:00,336,0.35,186.2,825.8,CLOSED,63
2026-02-09T11:05:00,474,1.81,116.9,318.2,CLOSED,153
2026-02-09T11:10:00,205,0.98,270.4,1110.4,CLOSED,68
2026-02-09T11:15:00,242,0.64,161.0,746.5,CLOSED,198
2026-02-09T11:20:00,370,0.99,228.5,993.3,CLOSED,147
2026-02-09T11:25:00,249,0.69,196.9,504.0,CLOSED,129
2026-02-09T11:30:00,456,2.28,161.0,557.2,CLOSED,130
2026-02-09T11:35:00,422,1.8,185.0,519.1,CLOSED,200
2026-02-09T11:40:00,195,1.62,176.3,727.4,CLOSED,170
2026-02-09T11:45:00,362,1.27,280.0,780.4,CLOSED,26
2026-02-09T11:50:00,132,1.16,170.9,810.7,CLOSED,29
2026-02-09T11:55:00,339,1.33,105.4,408.9,CLOSED,175
2026-02-09T12:00:00,100,2.1,157.4,483.2,CLOSED,86
2026-02-09T12:05:00,247,2.11,260.3,1105.7,CLOSED,24
2026-02-09T12:10:00,337,1.79,148.9,448.0,CLOSED,134
2026-02-09T12:15:00,426,2.05,157.7,787.0,CLOSED,161
2026-02-09T12:20:00,324,2.04,312.0,1096.0,CLOSED,180
2026-02-09T12:25:00,153,1.63,145.2,642.7,CLOSED,17
2026-02-09T12:30:00,486,2.05,194.7,795.6,CLOSED,17
2026-02-09T12:35:00,246,1.48,254.4,1085.7,CLOSED,57
2026-02-09T12:40:00,262,0.38,320.5,1103.4,CLOSED,127
2026-02-09T12:45:00,262,0.4,281.5,995.0,CLOSED,29
2026-02-09T12:50:00,432,0.1,349.3,1217.4,CLOSED,71
2026-02-09T12:55:00,66,0.77,299.1,848.3,CLOSED,42
2026-02-09T13:00:00,162,0.42,268.7,852.2,CLOSED,160
2026-02-09T13:05:00,156,1.41,99.5,429.1,CLOSED,118
2026-02-09T13:10:00,299,1.43,320.6,1088.5,CLOSED,199
2026-02-09T13:15:00,281,0.14,208.1,839.8,CLOSED,93
2026-02-09T13:20:00,466,0.46,162.2,569.2,CLOSED,80
2026-02-09T13:25:00,158,0.81,246.5,767.4,CLOSED,99
2026-02-09T13:30:00,252,0.25,162.1,773.2,CLOSED,121
2026-02-09T13:35:00,464,2.22,117.8,405.5,CLOSED,23
2026-02-09T13:40:00,300,0.36,183.6,804.0,CLOSED,107
2026-02-09T13:45:00,450,0.62,233.3,1020.9,CLOSED,198
2026-02-09T13:50:00,363,2.27,183.0,747.4,CLOSED,101
2026-02-09T13:55:00,143,1.5,122.6,455.4,CLOSED,122
2026-02-09T14:00:00,465,1.0,317.8,868.1,CLOSED,165
2026-02-09T14:05:00,489,0.21,138.4,681.2,CLOSED,150
2026-02-09T14:10:00,430,0.88,342.7,1543.5,CLOSED,97
2026-02-09T14:15:00,156,0.25,274.9,1258.9,CLOSED,79
2026-02-09T14:20:00,180,1.97,329.8,1545.9,CLOSED,112
2026-02-09T14:25:00,324,1.25,128.8,395.6,CLOSED,10
2026-02-09T14:30:00,169,0.82,283.9,756.7,CLOSED,102
2026-02-09T14:35:00,406,0.76,277.4,751.5,CLOSED,185
2026-02-09T14:40:00,151,1.26,236.7,679.8,CLOSED,33
2026-02-09T14:45:00,351,0.37,268.1,977.2,CLOSED,142
2026-02-09T14:50:00,159,1.22,302.5,804.3,CLOSED,186
2026-02-09T14:55:00,214,0.12,83.8,269.3,CLOSED,122
2026-02-09T15:00:00,98,1.29,197.6,747.8,CLOSED,23
2026-02-09T15:05:00,307,1.78,297.2,781.3,CLOSED,35
2026-02-09T15:10:00,174,1.84,224.7,609.9,CLOSED,62
2026-02-09T15:15:00,83,1.5,167.6,523.8,CLOSED,120
2026-02-09T15:20:00,373,1.26,191.4,528.2,CLOSED,13
2026-02-09T15:25:00,330,1.27,228.1,830.3,CLOSED,21
2026-02-09T15:30:00,318,1.58,189.5,625.4,CLOSED,87
2026-02-09T15:35:00,479,0.41,285.5,751.5,CLOSED,174
2026-02-09T15:40:00,123,1.41,306.2,1426.7,CLOSED,158
2026-02-09T15:45:00,464,1.68,146.0,628.3,CLOSED,105
2026-02-09T15:50:00,430,2.36,128.4,384.0,CLOSED,113
2026-02-09T15:55:00,77,0.18,129.9,384.8,CLOSED,138
2026-02-09T16:00:00,381,1.14,170.5,721.0,CLOSED,95
2026-02-09T16:05:00,217,2.28,85.1,407.5,CLOSED,45
2026-02-09T16:10:00,99,0.5,280.0,902.5,CLOSED,49
2026-02-09T16:15:00,68,0.17,190.4,525.1,CLOSED,29
2026-02-09T16:20:00,339,0.71,279.4,797.5,CLOSED,34
2026-02-09T16:25:00,177,2.46,188.5,568.2,CLOSED,199
2026-02-09T16:30:00,486,1.35,114.8,326.2,CLOSED,19
2026-02-09T16:35:00,494,0.18,166.3,822.1,CLOSED,43
2026-02-09T16:40:00,240,0.54,127.5,439.2,CLOSED,177
2026-02-09T16:45:00,428,0.17,339.4,1369.4,CLOSED,21
2026-02-09T16:50:00,156,2.14,110.7,347.6,CLOSED,88
2026-02-09T16:55:00,148,0.6,235.5,722.9,CLOSED,54
2026-02-09T17:00:00,109,0.97,219.6,986.3,CLOSED,50
2026-02-09T17:05:00,221,0.68,241.4,1105.9,CLOSED,115
2026-02-09T17:10:00,160,1.73,170.0,554.3,CLOSED,138
2026-02-09T17:15:00,202,1.06,288.6,1161.2,CLOSED,119
2026-02-09T17:20:00,348,2.0,126.8,479.3,CLOSED,119
2026-02-09T17:25:00,77,0.56,126.9,548.7,CLOSED,159
2026-02-09T17:30:00,434,2.38,146.8,533.6,CLOSED,181
2026-02-09T17:35:00,470,1.24,324.3,1007.4,CLOSED,179
2026-02-09T17:40:00,234,1.47,252.0,741.7,CLOSED,130
2026-02-09T17:45:00,477,2.09,176.2,781.6,CLOSED,95
2026-02-09T17:50:00,256,1.75,349.3,1197.2,CLOSED,95
2026-02-09T17:55:00,299,1.45,97.9,431.7,CLOSED,109
2026-02-09T18:00:00,176,2.41,179.8,841.6,CLOSED,140
2026-02-09T18:05:00,263,0.25,327.4,1064.2,CLOSED,78
2026-02-09T18:10:00,162,1.23,348.0,1086.8,CLOSED,158
2026-02-09T18:15:00,499,1.78,123.0,443.3,CLOSED,79
2026-02-09T18:20:00,418,2.32,186.3,613.8,CLOSED,69
2026-02-09T18:25:00,407,0.91,231.5,977.7,CLOSED,114
2026-02-09T18:30:00,442,0.41,251.1,989.7,CLOSED,96
2026-02-09T18:35:00,153,1.9,121.6,570.7,CLOSED,191
2026-02-09T18:40:00,353,1.91,184.8,531.6,CLOSED,36
2026-02-09T18:45:00,378,0.91,102.1,372.1,CLOSED,175
2026-02-09T18:50:00,150,1.77,193.0,841.9,CLOSED,150
2026-02-09T18:55:00,158,2.33,167.5,812.5,CLOSED,83
2026-02-09T19:00:00,433,1.09,168.7,602.8,CLOSED,181
2026-02-09T19:05:00,101,1.49,191.5,667.0,CLOSED,147
2026-02-09T19:10:00,352,0.45,232.7,953.4,CLOSED,167
2026-02-09T19:15:00,329,1.56,320.1,1430.3,CLOSED,29
2026-02-09T19:20:00,164,1.1,175.7,735.2,CLOSED,138
2026-02-09T19:25:00,450,0.3,186.3,705.7,CLOSED,60
2026-02-09T19:30:00,175,1.77,103.9,265.8,CLOSED,63
2026-02-09T19:35:00,291,1.24,182.5,771.6,CLOSED,11
2026-02-09T19:40:00,364,2.36,153.9,547.7,CLOSED,133
2026-02-09T19:45:00,59,2.4,324.0,1260.3,CLOSED,45
2026-02-09T19:50:00,156,1.03,154.3,431.2,CLOSED,41
2026-02-09T19:55:00,150,2.45,187.5,746.3,CLOSED,86
2026-02-09T20:00:00,144,1.98,199.3,659.3,CLOSED,81
2026-02-09T20:05:00,475,2.11,282.1,1151.6,CLOSED,109
2026-02-09T20:10:00,434,2.12,160.1,562.5,CLOSED,58
2026-02-09T20:15:00,433,1.53,204.2,985.6,CLOSED,160
2026-02-09T20:20:00,160,1.61,161.2,562.4,CLOSED,156
2026-02-09T20:25:00,90,0.73,308.5,1537.5,CLOSED,38
2026-02-09T20:30:00,246,0.54,191.7,823.6,CLOSED,155
2026-02-09T20:35:00,281,1.2,247.5,1231.0,CLOSED,16
2026-02-09T20:40:00,164,1.09,320.0,974.8,CLOSED,66
2026-02-09T20:45:00,249,1.54,88.9,246.1,CLOSED,99
2026-02-09T20:50:00,108,1.98,234.2,820.5,CLOSED,193
2026-02-09T20:55:00,424,0.69,242.4,960.6,CLOSED,30
2026-02-09T21:00:00,189,0.57,142.5,433.0,CLOSED,180
2026-02-09T21:05:00,459,1.11,210.1,633.0,CLOSED,185
2026-02-09T21:10:00,194,0.76,294.5,769.8,CLOSED,154
2026-02-09T21:15:00,95,1.41,266.7,1152.4,CLOSED,28
2026-02-09T21:20:00,160,2.18,213.3,553.4,CLOSED,74
2026-02-09T21:25:00,255,2.28,104.6,264.2,CLOSED,82
2026-02-09T21:30:00,389,1.49,271.8,1126.4,CLOSED,16
2026-02-09T21:35:00,132,0.21,164.1,776.9,CLOSED,19
2026-02-09T21:40:00,263,0.46,231.7,1073.5,CLOSED,40
2026-02-09T21:45:00,66,1.07,227.0,992.0,CLOSED,28
2026-02-09T21:50:00,176,2.2,242.6,783.6,CLOSED,41
2026-02-09T21:55:00,182,2.39,287.8,1080.6,CLOSED,200
2026-02-09T22:00:00,183,2.34,161.6,762.8,CLOSED,25
2026-02-09T22:05:00,267,0.6,133.3,353.7,CLOSED,132
2026-02-09T22:10:00,298,1.46,261.3,1200.2,CLOSED,161
2026-02-09T22:15:00,245,0.34,328.6,869.8,CLOSED,92
2026-02-09T22:20:00,409,1.99,106.7,502.5,CLOSED,136
2026-02-09T22:25:00,450,0.38,316.8,1350.7,CLOSED,159
2026-02-09T22:30:00,468,1.74,330.1,838.6,CLOSED,44
2026-02-09T22:35:00,494,0.83,205.3,515.5,CLOSED,143
2026-02-09T22:40:00,198,1.43,256.9,701.3,CLOSED,43
2026-02-09T22:45:00,373,2.12,204.0,662.5,CLOSED,44
2026-02-09T22:50:00,88,2.28,332.1,1471.7,CLOSED,165
2026-02-09T22:55:00,484,0.61,197.8,746.7,CLOSED,135
2026-02-09T23:00:00,146,1.01,312.3,1253.3,CLOSED,71
2026-02-09T23:05:00,69,1.43,340.3,1631.7,CLOSED,137
2026-02-09T23:10:00,386,0.82,342.1,1698.4,CLOSED,41
2026-02-09T23:15:00,136,1.98,349.7,1092.4,CLOSED,48
2026-02-09T23:20:00,74,0.39,156.7,421.6,CLOSED,70
2026-02-09T23:25:00,219,0.3,170.6,448.4,CLOSED,162
2026-02-09T23:30:00,144,1.69,340.8,1183.0,CLOSED,114
2026-02-09T23:35:00,222,1.41,299.8,874.8,CLOSED,92
2026-02-09T23:40:00,428,0.52,257.1,843.2,CLOSED,29
2026-02-09T23:45:00,194,0.1,250.9,932.4,CLOSED,26
2026-02-09T23:50:00,327,2.34,206.0,822.6,CLOSED,167
2026-02-09T23:55:00,233,0.76,221.9,791.0,CLOSED,164
2026-02-10T00:00:00,356,0.78,234.0,714.2,CLOSED,24
2026-02-10T00:05:00,371,0.17,108.6,461.8,CLOSED,97
2026-02-10T00:10:00,389,1.14,173.9,833.4,CLOSED,63
2026-02-10T00:15:00,201,0.98,290.1,1368.2,CLOSED,57
2026-02-10T00:20:00,283,1.18,275.6,796.5,CLOSED,113
2026-02-10T00:25:00,257,0.42,256.4,876.2,CLOSED,76
2026-02-10T00:30:00,61,1.02,82.2,341.8,CLOSED,31
2026-02-10T00:35:00,190,0.81,349.7,971.5,CLOSED,66
2026-02-10T00:40:00,310,0.11,301.0,1240.3,CLOSED,117
2026-02-10T00:45:00,453,2.17,150.4,639.4,CLOSED,123
2026-02-10T00:50:00,52,1.97,107.7,270.2,CLOSED,173
2026-02-10T00:55:00,327,2.45,191.2,764.6,CLOSED,182
2026-02-10T01:00:00,438,0.75,342.4,941.8,CLOSED,44
2026-02-10T01:05:00,258,1.39,82.1,239.8,CLOSED,138
2026-02-10T01:10:00,495,1.83,112.9,506.0,CLOSED,51
2026-02-10T01:15:00,125,0.44,118.6,350.2,CLOSED,152
2026-02-10T01:20:00,192,0.47,83.6,307.4,CLOSED,49
2026-02-10T01:25:00,360,1.36,176.6,702.5,CLOSED,86
2026-02-10T01:30:00,69,0.18,153.7,663.3,CLOSED,151
2026-02-10T01:35:00,109,0.74,243.4,747.3,CLOSED,36
2026-02-10T01:40:00,227,1.79,332.7,1386.5,CLOSED,90
2026-02-10T01:45:00,276,0.57,341.1,1643.8,CLOSED,52
2026-02-10T01:50:00,117,1.94,223.3,1073.8,CLOSED,11
2026-02-10T01:55:00,110,2.0,197.9,811.2,CLOSED,180
2026-02-10T02:00:00,70,0.96,212.1,847.8,CLOSED,128
2026-02-10T02:05:00,326,1.36,87.9,223.5,CLOSED,28
2026-02-10T02:10:00,368,0.16,161.0,518.3,CLOSED,192
2026-02-10T02:15:00,89,2.36,145.5,586.8,CLOSED,42
2026-02-10T02:20:00,98,1.99,217.8,1050.8,CLOSED,77
2026-02-10T02:25:00,459,0.79,230.0,836.1,CLOSED,197
2026-02-10T02:30:00,68,2.22,114.8,337.3,CLOSED,174
2026-02-10T02:35:00,362,1.32,230.0,703.4,CLOSED,108
2026-02-10T02:40:00,336,0.63,173.0,710.4,CLOSED,16
2026-02-10T02:45:00,335,1.72,141.4,560.4,CLOSED,39
2026-02-10T02:50:00,471,1.7,106.3,441.3,CLOSED,195
2026-02-10T02:55:00,172,2.27,200.1,911.5,CLOSED,113
2026-02-10T03:00:00,466,1.53,83.7,278.7,CLOSED,92
2026-02-10T03:05:00,451,2.4,327.0,1121.7,CLOSED,156
2026-02-10T03:10:00,328,0.83,287.4,1264.2,CLOSED,57
2026-02-10T03:15:00,477,1.48,278.9,989.5,CLOSED,120
2026-02-10T03:20:00,202,1.46,93.2,316.7,CLOSED,49
2026-02-10T03:25:00,269,1.35,296.3,751.7,CLOSED,27
2026-02-10T03:30:00,265,1.85,184.9,674.7,CLOSED,69
2026-02-10T03:35:00,277,1.19,153.8,728.1,CLOSED,31
2026-02-10T03:40:00,262,1.06,118.9,325.0,CLOSED,67
2026-02-10T03:45:00,203,1.1,231.2,917.7,CLOSED,151
2026-02-10T03:50:00,375,0.24,176.6,450.5,CLOSED,81
2026-02-10T03:55:00,365,0.57,275.2,1110.3,CLOSED,173
2026-02-10T04:00:00,187,1.57,187.4,609.7,CLOSED,137
2026-02-10T04:05:00,460,2.16,128.7,603.7,CLOSED,12
2026-02-10T04:10:00,173,1.38,262.3,1143.6,CLOSED,74
2026-02-10T04:15:00,52,0.52,161.4,712.9,CLOSED,80
2026-02-10T04:20:00,207,0.29,271.5,753.8,CLOSED,94
2026-02-10T04:25:00,253,0.92,334.4,1337.9,CLOSED,93
2026-02-10T04:30:00,194,1.38,165.1,761.9,CLOSED,159
2026-02-10T04:35:00,477,2.33,183.7,688.4,CLOSED,106
2026-02-10T04:40:00,238,0.14,154.9,562.4,CLOSED,71
2026-02-10T04:45:00,386,2.49,137.5,393.4,CLOSED,96
2026-02-10T04:50:00,142,1.72,158.6,765.6,CLOSED,31
2026-02-10T04:55:00,464,0.87,225.2,641.4,CLOSED,109
2026-02-10T05:00:00,474,0.64,155.5,443.1,CLOSED,121
2026-02-10T05:05:00,403,1.04,324.3,1311.2,CLOSED,33
2026-02-10T05:10:00,201,1.16,106.8,521.0,CLOSED,163
2026-02-10T05:15:00,204,0.43,115.4,313.6,CLOSED,128
2026-02-10T05:20:00,111,1.4,287.7,977.6,CLOSED,71
2026-02-10T05:25:00,245,1.52,323.0,1295.3,CLOSED,131
2026-02-10T05:30:00,252,2.16,305.2,931.8,CLOSED,42
2026-02-10T05:35:00,160,2.07,282.9,792.9,CLOSED,69
2026-02-10T05:40:00,204,1.51,215.0,823.3,CLOSED,101
2026-02-10T05:45:00,264,0.12,120.8,330.8,CLOSED,159
2026-02-10T05:50:00,379,0.22,235.6,732.4,CLOSED,105
2026-02-10T05:55:00,299,1.59,212.1,575.2,CLOSED,25
2026-02-10T06:00:00,144,0.1,254.5,1087.2,CLOSED,175
2026-02-10T06:05:00,124,0.92,106.9,316.5,CLOSED,97
2026-02-10T06:10:00,193,1.0,273.8,1163.7,CLOSED,26
2026-02-10T06:15:00,357,1.33,179.5,587.5,CLOSED,196
2026-02-10T06:20:00,465,1.18,349.3,1657.9,CLOSED,68
2026-02-10T06:25:00,226,0.1,294.4,1271.0,CLOSED,65
2026-02-10T06:30:00,247,0.43,143.3,591.4,CLOSED,129
2026-02-10T06:35:00,443,1.22,291.1,782.7,CLOSED,94
2026-02-10T06:40:00,197,1.0,199.1,914.8,CLOSED,123
2026-02-10T06:45:00,364,0.13,279.8,906.3,CLOSED,100
2026-02-10T06:50:00,103,0.57,245.9,1180.3,CLOSED,181
2026-02-10T06:55:00,265,1.18,214.7,918.6,CLOSED,97
2026-02-10T07:00:00,291,0.24,127.7,526.2,CLOSED,117
2026-02-10T07:05:00,344,0.26,87.2,252.9,CLOSED,32
2026-02-10T07:10:00,294,2.07,255.0,986.5,CLOSED,114
2026-02-10T07:15:00,369,1.69,295.2,782.2,CLOSED,43
2026-02-10T07:20:00,250,0.69,262.3,969.5,CLOSED,150
2026-02-10T07:25:00,247,1.73,199.3,811.7,CLOSED,132
2026-02-10T07:30:00,175,1.62,135.2,383.8,CLOSED,60
2026-02-10T07:35:00,232,1.74,113.2,448.8,CLOSED,28
2026-02-10T07:40:00,375,2.19,182.2,690.9,CLOSED,82
2026-02-10T07:45:00,162,1.65,179.3,856.9,CLOSED,31
2026-02-10T07:50:00,360,0.3,308.4,1011.2,CLOSED,15
2026-02-10T07:55:00,175,0.2,333.5,1211.9,CLOSED,96
2026-02-10T08:00:00,435,1.95,146.3,562.5,CLOSED,188
2026-02-10T08:05:00,407,0.46,145.7,390.9,CLOSED,46
2026-02-10T08:10:00,387,0.72,173.0,703.4,CLOSED,107
2026-02-10T08:15:00,295,1.01,136.3,598.0,CLOSED,147
2026-02-10T08:20:00,387,1.81,107.9,419.1,CLOSED,184
2026-02-10T08:25:00,86,1.29,172.5,811.8,CLOSED,97
2026-02-10T08:30:00,121,2.25,328.2,854.3,CLOSED,35
2026-02-10T08:35:00,65,1.97,260.2,1180.3,CLOSED,100
2026-02-10T08:40:00,199,0.49,195.6,579.0,CLOSED,123
2026-02-10T08:45:00,496,2.18,316.7,1494.4,CLOSED,26
